,Ceremony,Year,Class,CanonicalCategory,Category,Film,FilmId,Name,Nominees,Winner
4357,37,1964,Production,FILM EDITING,FILM EDITING,Becket,tt0057877,Anne Coates,Anne Coates,
4358,37,1964,Production,FILM EDITING,FILM EDITING,Father Goose,tt0058092,Ted J. Kent,Ted J. Kent,
4359,37,1964,Production,FILM EDITING,FILM EDITING,"Hush...Hush, Sweet Charlotte",tt0058213,Michael Luciano,Michael Luciano,
4360,37,1964,Production,FILM EDITING,FILM EDITING,Mary Poppins,tt0058331,Cotton Warburton,Cotton Warburton,True
4361,37,1964,Production,FILM EDITING,FILM EDITING,My Fair Lady,tt0058385,William Ziegler,William Ziegler,
4362,37,1964,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Raven's End,tt0057237,Sweden,,
4363,37,1964,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Sallah,tt0058541,Israel,,
4364,37,1964,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Umbrellas of Cherbourg,tt0058450,France,,
4365,37,1964,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Woman in the Dunes,tt0058625,Japan,,
4366,37,1964,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,"Yesterday, Today and Tomorrow",tt0057171,Italy,,True
4367,37,1964,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),Becket,tt0057877,Laurence Rosenthal,Laurence Rosenthal,
4368,37,1964,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),The Fall of the Roman Empire,tt0058085,Dimitri Tiomkin,Dimitri Tiomkin,
4369,37,1964,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),"Hush...Hush, Sweet Charlotte",tt0058213,Frank DeVol,Frank DeVol,
4370,37,1964,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),Mary Poppins,tt0058331,"Richard M. Sherman, Robert B. Sherman","Richard M. Sherman, Robert B. Sherman",True
4371,37,1964,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),The Pink Panther,tt0057413,Henry Mancini,Henry Mancini,
4372,37,1964,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),A Hard Day's Night,tt0058182,George Martin,George Martin,
4373,37,1964,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),Mary Poppins,tt0058331,Irwin Kostal,Irwin Kostal,
4374,37,1964,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),My Fair Lady,tt0058385,Andre Previn,Andre Previn,True
4375,37,1964,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),Robin and the 7 Hoods,tt0058529,Nelson Riddle,Nelson Riddle,
4376,37,1964,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),The Unsinkable Molly Brown,tt0058708,"Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken","Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken",
4377,37,1964,Music,MUSIC (Original Song),MUSIC (Song),Mary Poppins,tt0058331,Music and Lyrics by Richard M. Sherman and Robert B. Sherman,"Richard M. Sherman, Robert B. Sherman",True
4378,37,1964,Music,MUSIC (Original Song),MUSIC (Song),Dear Heart,tt0057999,Music by Henry Mancini; Lyrics by Jay Livingston and Ray Evans,"Henry Mancini, Jay Livingston, Ray Evans",
4379,37,1964,Music,MUSIC (Original Song),MUSIC (Song),"Hush...Hush, Sweet Charlotte",tt0058213,Music by Frank DeVol; Lyrics by Mack David,"Frank DeVol, Mack David",
4380,37,1964,Music,MUSIC (Original Song),MUSIC (Song),Robin and the 7 Hoods,tt0058529,Music by James Van Heusen; Lyrics by Sammy Cahn,"James Van Heusen, Sammy Cahn",
4381,37,1964,Music,MUSIC (Original Song),MUSIC (Song),Where Love Has Gone,tt0058745,Music by James Van Heusen; Lyrics by Sammy Cahn,"James Van Heusen, Sammy Cahn",
4382,37,1964,Title,BEST PICTURE,BEST PICTURE,Becket,tt0057877,"Hal B. Wallis, Producer",Hal B. Wallis,
4383,37,1964,Title,BEST PICTURE,BEST PICTURE,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,"Stanley Kubrick, Producer",Stanley Kubrick,
4384,37,1964,Title,BEST PICTURE,BEST PICTURE,Mary Poppins,tt0058331,"Walt Disney and Bill Walsh, Producers","Walt Disney, Bill Walsh",
4385,37,1964,Title,BEST PICTURE,BEST PICTURE,My Fair Lady,tt0058385,"Jack L. Warner, Producer",Jack L. Warner,True
4386,37,1964,Title,BEST PICTURE,BEST PICTURE,Zorba the Greek,tt0057831,"Michael Cacoyannis, Producer",Michael Cacoyannis,
4394,37,1964,Production,SOUND MIXING,SOUND,Becket,tt0057877,"Shepperton Studio Sound Department, John Cox, Sound Director","Shepperton, John Cox",
4395,37,1964,Production,SOUND MIXING,SOUND,Father Goose,tt0058092,"Universal City Studio Sound Department, Waldon O. Watson, Sound Director","Universal City, Waldon O. Watson",
4396,37,1964,Production,SOUND MIXING,SOUND,Mary Poppins,tt0058331,"Walt Disney Studio Sound Department, Robert O. Cook, Sound Director","Walt Disney Studios, Robert O. Cook",
4397,37,1964,Production,SOUND MIXING,SOUND,My Fair Lady,tt0058385,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director","Warner Bros., George R. Groves",True
4398,37,1964,Production,SOUND MIXING,SOUND,The Unsinkable Molly Brown,tt0058708,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director","Metro-Goldwyn-Mayer, Franklin E. Milton",
4399,37,1964,Production,SOUND EDITING,SOUND EFFECTS,Goldfinger,tt0058150,Norman Wanstall,Norman Wanstall,True
4400,37,1964,Production,SOUND EDITING,SOUND EFFECTS,The Lively Set,tt0058296,Robert L. Bratton,Robert L. Bratton,
4401,37,1964,Production,VISUAL EFFECTS,SPECIAL VISUAL EFFECTS,Mary Poppins,tt0058331,"Peter Ellenshaw, Eustace Lycett, Hamilton Luske","Peter Ellenshaw, Eustace Lycett, Hamilton Luske",True
4402,37,1964,Production,VISUAL EFFECTS,SPECIAL VISUAL EFFECTS,7 Faces of Dr. Lao,tt0057812,Jim Danforth,Jim Danforth,
4403,37,1964,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),Becket,tt0057877,Edward Anhalt,Edward Anhalt,True
4404,37,1964,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,"Stanley Kubrick, Peter George, Terry Southern","Stanley Kubrick, Peter George, Terry Southern",
4405,37,1964,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),Mary Poppins,tt0058331,"Bill Walsh, Don DaGradi","Bill Walsh, Don DaGradi",
4406,37,1964,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),My Fair Lady,tt0058385,Alan Jay Lerner,Alan Jay Lerner,
4407,37,1964,Writing,WRITING (Adapted Screenplay),WRITING (Screenplay--based on material from another medium),Zorba the Greek,tt0057831,Michael Cacoyannis,Michael Cacoyannis,
4408,37,1964,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),Father Goose,tt0058092,"Story by S. H. Barnett; Screenplay by Peter Stone, Frank Tarloff","S. H. Barnett, Peter Stone, Frank Tarloff",True
4409,37,1964,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),A Hard Day's Night,tt0058182,Alun Owen,Alun Owen,
4410,37,1964,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),"One Potato, Two Potato",tt0058429,"Story by Orville H. Hampton; Screenplay by Raphael Hayes, Orville H. Hampton","Orville H. Hampton, Raphael Hayes",
4411,37,1964,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),The Organizer,tt0056945,"Age, Scarpelli, Mario Monicelli","Age, Scarpelli, Mario Monicelli",
4412,37,1964,Writing,WRITING (Original Screenplay),WRITING (Story and Screenplay--written directly for the screen),That Man from Rio,tt0058203,"Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca","Jean-Paul Rappeneau, Ariane Mnouchkine, Daniel Boulanger, Philippe De Broca",
4413,37,1964,Special,HONORARY AWARD,HONORARY AWARD,7 Faces of Dr. Lao.,tt0057812,,William Tuttle,True
4423,38,1965,Acting,ACTOR IN A LEADING ROLE,ACTOR,The Spy Who Came In from the Cold,tt0059749,Richard Burton,Richard Burton,
4424,38,1965,Acting,ACTOR IN A LEADING ROLE,ACTOR,Cat Ballou,tt0059017,Lee Marvin,Lee Marvin,True
4425,38,1965,Acting,ACTOR IN A LEADING ROLE,ACTOR,Othello,tt0059555,Laurence Olivier,Laurence Olivier,
4426,38,1965,Acting,ACTOR IN A LEADING ROLE,ACTOR,The Pawnbroker,tt0059575,Rod Steiger,Rod Steiger,
4427,38,1965,Acting,ACTOR IN A LEADING ROLE,ACTOR,Ship of Fools,tt0059712,Oskar Werner,Oskar Werner,
4428,38,1965,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,A Thousand Clowns,tt0059798,Martin Balsam,Martin Balsam,True
4429,38,1965,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,The Flight of the Phoenix,tt0059183,Ian Bannen,Ian Bannen,
4430,38,1965,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Doctor Zhivago,tt0059113,Tom Courtenay,Tom Courtenay,
4431,38,1965,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Ship of Fools,tt0059712,Michael Dunn,Michael Dunn,
4432,38,1965,Acting,ACTOR IN A SUPPORTING ROLE,ACTOR IN A SUPPORTING ROLE,Othello,tt0059555,Frank Finlay,Frank Finlay,
4433,38,1965,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,The Sound of Music,tt0059742,Julie Andrews,Julie Andrews,
4434,38,1965,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Darling,tt0059084,Julie Christie,Julie Christie,True
4435,38,1965,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,The Collector,tt0059043,Samantha Eggar,Samantha Eggar,
4436,38,1965,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,A Patch of Blue,tt0059573,Elizabeth Hartman,Elizabeth Hartman,
4437,38,1965,Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Ship of Fools,tt0059712,Simone Signoret,Simone Signoret,
4438,38,1965,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Inside Daisy Clover,tt0059314,Ruth Gordon,Ruth Gordon,
4439,38,1965,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Othello,tt0059555,Joyce Redman,Joyce Redman,
4440,38,1965,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,Othello,tt0059555,Maggie Smith,Maggie Smith,
4441,38,1965,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,A Patch of Blue,tt0059573,Shelley Winters,Shelley Winters,True
4442,38,1965,Acting,ACTRESS IN A SUPPORTING ROLE,ACTRESS IN A SUPPORTING ROLE,The Sound of Music,tt0059742,Peggy Wood,Peggy Wood,
4443,38,1965,Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),King Rat,tt0059358,Art Direction: Robert Emmet Smith; Set Decoration: Frank Tuttle,"Robert Emmet Smith, Frank Tuttle",
4444,38,1965,Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),A Patch of Blue,tt0059573,"Art Direction: George W. Davis, Urie McCleary; Set Decoration: Henry Grace, Charles S. Thompson","George W. Davis, Urie McCleary, Henry Grace, Charles S. Thompson",
4445,38,1965,Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),Ship of Fools,tt0059712,Art Direction: Robert Clatworthy; Set Decoration: Joseph Kish,"Robert Clatworthy, Joseph Kish",True
4446,38,1965,Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),The Slender Thread,tt0059729,"Art Direction: Hal Pereira, Jack Poplin; Set Decoration: Robert Benton, Joseph Kish","Hal Pereira, Jack Poplin, Robert Benton, Joseph Kish",
4447,38,1965,Production,ART DIRECTION (Black-and-White),ART DIRECTION (Black-and-White),The Spy Who Came In from the Cold,tt0059749,"Art Direction: Hal Pereira, Tambi Larsen, Edward Marshall; Set Decoration: Josie MacAvin","Hal Pereira, Tambi Larsen, Edward Marshall, Josie MacAvin",
4448,38,1965,Production,ART DIRECTION (Color),ART DIRECTION (Color),The Agony and the Ecstasy,tt0058886,"Art Direction: John DeCuir, Jack Martin Smith; Set Decoration: Dario Simoni","John DeCuir, Jack Martin Smith, Dario Simoni",
4449,38,1965,Production,ART DIRECTION (Color),ART DIRECTION (Color),Doctor Zhivago,tt0059113,"Art Direction: John Box, Terry Marsh; Set Decoration: Dario Simoni","John Box, Terry Marsh, Dario Simoni",True
4450,38,1965,Production,ART DIRECTION (Color),ART DIRECTION (Color),The Greatest Story Ever Told,tt0059245,"Art Direction: Richard Day, William Creber, David Hall; Set Decoration: Ray Moyer, Fred MacLean, Norman Rockett","Richard Day, William Creber, David Hall, Ray Moyer, Fred MacLean, Norman Rockett",
4451,38,1965,Production,ART DIRECTION (Color),ART DIRECTION (Color),Inside Daisy Clover,tt0059314,Art Direction: Robert Clatworthy; Set Decoration: George James Hopkins,"Robert Clatworthy, George James Hopkins",
4452,38,1965,Production,ART DIRECTION (Color),ART DIRECTION (Color),The Sound of Music,tt0059742,"Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Ruby Levitt","Boris Leven, Walter M. Scott, Ruby Levitt",
4453,38,1965,Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),In Harm's Way,tt0059309,Loyal Griggs,Loyal Griggs,
4454,38,1965,Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),King Rat,tt0059358,Burnett Guffey,Burnett Guffey,
4455,38,1965,Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Morituri,tt0059470,Conrad Hall,Conrad Hall,
4456,38,1965,Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),A Patch of Blue,tt0059573,Robert Burks,Robert Burks,
4457,38,1965,Production,CINEMATOGRAPHY (Black-and-White),CINEMATOGRAPHY (Black-and-White),Ship of Fools,tt0059712,Ernest Laszlo,Ernest Laszlo,True
4458,38,1965,Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),The Agony and the Ecstasy,tt0058886,Leon Shamroy,Leon Shamroy,
4459,38,1965,Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),Doctor Zhivago,tt0059113,Freddie Young,Freddie Young,True
4460,38,1965,Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),The Great Race,tt0059243,Russell Harlan,Russell Harlan,
4461,38,1965,Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),The Greatest Story Ever Told,tt0059245,"William C. Mellor, Loyal Griggs","William C. Mellor, Loyal Griggs",
4462,38,1965,Production,CINEMATOGRAPHY (Color),CINEMATOGRAPHY (Color),The Sound of Music,tt0059742,Ted McCord,Ted McCord,
4463,38,1965,Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Darling,tt0059084,Julie Harris,Julie Harris,True
4464,38,1965,Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Morituri,tt0059470,Moss Mabry,Moss Mabry,
4465,38,1965,Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),A Rage to Live,tt0059630,Howard Shoup,Howard Shoup,
4466,38,1965,Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),Ship of Fools,tt0059712,"Bill Thomas, Jean Louis","Bill Thomas, Jean Louis",
4467,38,1965,Production,COSTUME DESIGN (Black-and-White),COSTUME DESIGN (Black-and-White),The Slender Thread,tt0059729,Edith Head,Edith Head,
4468,38,1965,Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),The Agony and the Ecstasy,tt0058886,Vittorio Nino Novarese,Vittorio Nino Novarese,
4469,38,1965,Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Doctor Zhivago,tt0059113,Phyllis Dalton,Phyllis Dalton,True
4470,38,1965,Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),The Greatest Story Ever Told,tt0059245,"Vittorio Nino Novarese, Marjorie Best","Vittorio Nino Novarese, Marjorie Best",
4471,38,1965,Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),Inside Daisy Clover,tt0059314,"Edith Head, Bill Thomas","Edith Head, Bill Thomas",
4472,38,1965,Production,COSTUME DESIGN (Color),COSTUME DESIGN (Color),The Sound of Music,tt0059742,Dorothy Jeakins,Dorothy Jeakins,
4473,38,1965,Directing,DIRECTING,DIRECTING,The Collector,tt0059043,William Wyler,William Wyler,
4474,38,1965,Directing,DIRECTING,DIRECTING,Darling,tt0059084,John Schlesinger,John Schlesinger,
4475,38,1965,Directing,DIRECTING,DIRECTING,Doctor Zhivago,tt0059113,David Lean,David Lean,
4476,38,1965,Directing,DIRECTING,DIRECTING,The Sound of Music,tt0059742,Robert Wise,Robert Wise,True
4477,38,1965,Directing,DIRECTING,DIRECTING,Woman in the Dunes,tt0058625,Hiroshi Teshigahara,Hiroshi Teshigahara,
4488,38,1965,Production,FILM EDITING,FILM EDITING,Cat Ballou,tt0059017,Charles Nelson,Charles Nelson,
4489,38,1965,Production,FILM EDITING,FILM EDITING,Doctor Zhivago,tt0059113,Norman Savage,Norman Savage,
4490,38,1965,Production,FILM EDITING,FILM EDITING,The Flight of the Phoenix,tt0059183,Michael Luciano,Michael Luciano,
4491,38,1965,Production,FILM EDITING,FILM EDITING,The Great Race,tt0059243,Ralph E. Winters,Ralph E. Winters,
4492,38,1965,Production,FILM EDITING,FILM EDITING,The Sound of Music,tt0059742,William Reynolds,William Reynolds,True
4493,38,1965,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Blood on the Land,tt0057892,Greece,,
4494,38,1965,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Dear John,tt0058281,Sweden,,
4495,38,1965,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Kwaidan,tt0058279,Japan,,
4496,38,1965,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,Marriage Italian Style,tt0058335,Italy,,
4497,38,1965,Title,INTERNATIONAL FEATURE FILM,FOREIGN LANGUAGE FILM,The Shop on Main Street,tt0059527,Czechoslovakia,,True
4498,38,1965,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),The Agony and the Ecstasy,tt0058886,Alex North,Alex North,
4499,38,1965,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),Doctor Zhivago,tt0059113,Maurice Jarre,Maurice Jarre,True
4500,38,1965,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),The Greatest Story Ever Told,tt0059245,Alfred Newman,Alfred Newman,
4501,38,1965,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),A Patch of Blue,tt0059573,Jerry Goldsmith,Jerry Goldsmith,
4502,38,1965,Music,MUSIC (Original Score),MUSIC (Music Score--substantially original),The Umbrellas of Cherbourg,tt0058450,"Michel Legrand, Jacques Demy","Michel Legrand, Jacques Demy",
4503,38,1965,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),Cat Ballou,tt0059017,DeVol,DeVol,
4504,38,1965,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),The Pleasure Seekers,tt0058479,"Lionel Newman, Alexander Courage","Lionel Newman, Alexander Courage",
4505,38,1965,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),The Sound of Music,tt0059742,Irwin Kostal,Irwin Kostal,True
4506,38,1965,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),A Thousand Clowns,tt0059798,Don Walker,Don Walker,
4507,38,1965,Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring of Music--adaptation or treatment),The Umbrellas of Cherbourg,tt0058450,Michel Legrand,Michel Legrand,
4508,38,1965,Music,MUSIC (Original Song),MUSIC (Song),Cat Ballou,tt0059017,Music by Jerry Livingston; Lyrics by Mack David,"Jerry Livingston, Mack David",
4509,38,1965,Music,MUSIC (Original Song),MUSIC (Song),The Umbrellas of Cherbourg,tt0058450,Music by Michel Legrand; Lyrics by Jacques Demy; English Lyrics by Norman Gimbel,"Michel Legrand, Jacques Demy, Norman Gimbel",
4510,38,1965,Music,MUSIC (Original Song),MUSIC (Song),The Sandpiper,tt0059674,Music by Johnny Mandel; Lyrics by Paul Francis Webster,"Johnny Mandel, Paul Francis Webster",True
4511,38,1965,Music,MUSIC (Original Song),MUSIC (Song),The Great Race,tt0059243,Music by Henry Mancini; Lyrics by Johnny Mercer,"Henry Mancini, Johnny Mercer",
4512,38,1965,Music,MUSIC (Original Song),MUSIC (Song),What's New Pussycat?,tt0059903,Music by Burt Bacharach; Lyrics by Hal David,"Burt Bacharach, Hal David",
4513,38,1965,Title,BEST PICTURE,BEST PICTURE,Darling,tt0059084,"Joseph Janni, Producer",Joseph Janni,
4514,38,1965,Title,BEST PICTURE,BEST PICTURE,Doctor Zhivago,tt0059113,"Carlo Ponti, Producer",Carlo Ponti,
4515,38,1965,Title,BEST PICTURE,BEST PICTURE,Ship of Fools,tt0059712,"Stanley Kramer, Producer",Stanley Kramer,
4516,38,1965,Title,BEST PICTURE,BEST PICTURE,The Sound of Music,tt0059742,"Robert Wise, Producer",Robert Wise,True
4517,38,1965,Title,BEST PICTURE,BEST PICTURE,A Thousand Clowns,tt0059798,"Fred Coe, Producer",Fred Coe,
4526,38,1965,Production,SOUND MIXING,SOUND,The Agony and the Ecstasy,tt0058886,"20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director","20th Century-Fox, James P. Corcoran",
